source,meta_program,gene_marker
Malignant,Metal-response,ANXA1
Malignant,NPC Glioma,STMN2
Malignant,NPC Glioma,DCX
Malignant,NPC Glioma,STMN4
Malignant,NPC Glioma,TAGLN3
Malignant,NPC Glioma,ELAVL4
Malignant,NPC Glioma,MLLT11
Malignant,NPC Glioma,NREP
Malignant,NPC Glioma,MIAT
Malignant,NPC Glioma,TUBB2A
Malignant,NPC Glioma,CD24
Malignant,NPC Glioma,HMP19
Malignant,NPC Glioma,RND3
Malignant,NPC Glioma,SOX11
Malignant,NPC Glioma,SOX4
Malignant,NPC Glioma,TUBB3
Malignant,NPC Glioma,MAP1B
Malignant,NPC Glioma,NSG1
Malignant,NPC Glioma,SNAP25
Malignant,NPC Glioma,FNBP1L
Malignant,NPC Glioma,HN1
Malignant,NPC Glioma,IGFBPL1
Malignant,NPC Glioma,PKIA
Malignant,NPC Glioma,NNAT
Malignant,NPC Glioma,RBP1
Malignant,NPC Glioma,SCG3
Malignant,NPC Glioma,DLX6-AS1
Malignant,NPC Glioma,KLHDC8A
Malignant,NPC Glioma,MEG3
Malignant,NPC Glioma,RBFOX2
Malignant,NPC Glioma,SCG2
Malignant,NPC Glioma,STMN1
Malignant,NPC Glioma,TMEM161B-AS1
Malignant,NPC Glioma,ARL4D
Malignant,NPC Glioma,BEX2
Malignant,NPC Glioma,DDAH2
Malignant,NPC Glioma,DLX5
Malignant,NPC Glioma,GAP43
Malignant,NPC Glioma,CRMP1
Malignant,NPC Glioma,ENO2
Malignant,NPC Glioma,TCEAL7
Malignant,NPC Glioma,UCHL1
Malignant,NPC Glioma,BASP1
Malignant,NPC Glioma,CXADR
Malignant,NPC Glioma,GNG3
Malignant,NPC Glioma,GPC2
Malignant,NPC Glioma,KIF5C
Malignant,NPC Glioma,PAK3
Malignant,NPC Glioma,RTN1
Malignant,NPC Glioma,TERF2IP
Malignant,NPC Glioma,SYT1
Malignant,NPC/OPC,BTG2
Malignant,NPC/OPC,SOX6
Malignant,NPC/OPC,BAZ2B
Malignant,NPC/OPC,SOX4
Malignant,NPC/OPC,DSEL
Malignant,NPC/OPC,MXD4
Malignant,NPC/OPC,PNRC1
Malignant,NPC/OPC,SOX5
Malignant,NPC/OPC,CHD7
Malignant,NPC/OPC,GRIA2
Malignant,NPC/OPC,MAP3K1
Malignant,NPC/OPC,OLIG1
Malignant,NPC/OPC,SESN3
Malignant,NPC/OPC,UBE2H
Malignant,NPC/OPC,ABAT
Malignant,NPC/OPC,DCX
Malignant,NPC/OPC,DOCK10
Malignant,NPC/OPC,GLCCI1
Malignant,NPC/OPC,KCNQ1OT1
Malignant,NPC/OPC,KDM5B
Malignant,NPC/OPC,KLHL24
Malignant,NPC/OPC,MAP2
Malignant,NPC/OPC,OLIG2
Malignant,NPC/OPC,PEAK1
Malignant,NPC/OPC,RAB3IP
Malignant,NPC/OPC,RFTN2
Malignant,NPC/OPC,RFX4
Malignant,NPC/OPC,TANC2
Malignant,NPC/OPC,TRIO
Malignant,NPC/OPC,VCAN
Malignant,NPC/OPC,ZNF91
Malignant,NPC/OPC,FAM181B
Malignant,NPC/OPC,STMN4
Malignant,NPC/OPC,DLL3
Malignant,NPC/OPC,BTG1
Malignant,NPC/OPC,TXNIP
Malignant,NPC/OPC,LDLRAD3
Malignant,NPC/OPC,SOX11
Malignant,NPC/OPC,HIP1
Malignant,NPC/OPC,FGFBP3
Malignant,NPC/OPC,MTSS1
Malignant,NPC/OPC,SPRY4
Malignant,NPC/OPC,REV3L
Malignant,NPC/OPC,MMP16
Malignant,NPC/OPC,KLF12
Malignant,NPC/OPC,TFDP2
Malignant,NPC/OPC,CADM2
Malignant,NPC/OPC,ARHGEF7
Malignant,NPC/OPC,GOLGB1
Malignant,NPC/OPC,ZMYM2
Malignant,Oligo Progenitor,SIRT2
Malignant,Oligo Progenitor,GPR17
Malignant,Oligo Progenitor,OLIG1
Malignant,Oligo Progenitor,APOD
Malignant,Oligo Progenitor,DLL3
Malignant,Oligo Progenitor,PLP1
Malignant,Oligo Progenitor,NEU4
Malignant,Oligo Progenitor,BCAN
Malignant,Oligo Progenitor,SOX8
Malignant,Oligo Progenitor,TNR
Malignant,Oligo Progenitor,OMG
Malignant,Oligo Progenitor,TMEM206
Malignant,Oligo Progenitor,LPPR1
Malignant,Oligo Progenitor,NKAIN4
Malignant,Oligo Progenitor,FIBIN
Malignant,Oligo Progenitor,SGK1
Malignant,Oligo Progenitor,SLC1A1
Malignant,Oligo Progenitor,CA10
Malignant,Oligo Progenitor,LMF1
Malignant,Oligo Progenitor,PTGDS
Malignant,Oligo Progenitor,SERINC5
Malignant,Oligo Progenitor,ASCL1
Malignant,Oligo Progenitor,DLL1
Malignant,Oligo Progenitor,OLIG2
Malignant,Oligo Progenitor,PSAT1
Malignant,Oligo Progenitor,RAB33A
Malignant,Oligo Progenitor,SCRG1
Malignant,Oligo Progenitor,CNP
Malignant,Oligo Progenitor,LIMA1
Malignant,Oligo Progenitor,THY1
Malignant,Oligo Progenitor,TUBB4A
Malignant,Oligo Progenitor,BCAS1
Malignant,Oligo Progenitor,CNTN1
Malignant,Oligo Progenitor,HES6
Malignant,Oligo Progenitor,LHFPL3
Malignant,Oligo Progenitor,PDGFRA
Malignant,Oligo Progenitor,RGR
Malignant,Oligo Progenitor,SCD5
Malignant,Oligo Progenitor,ANGPTL2
Malignant,Oligo Progenitor,DHCR7
Malignant,Oligo Progenitor,FGF12
Malignant,Oligo Progenitor,MPZL1
Malignant,Oligo Progenitor,MSMO1
Malignant,Oligo Progenitor,P2RX7
Malignant,Oligo Progenitor,RTKN
Malignant,Oligo Progenitor,TNFRSF21
Malignant,Oligo Progenitor,SMOC1
Malignant,Oligo Progenitor,ACAT2
Malignant,Oligo Progenitor,FDFT1
Malignant,Oligo Progenitor,PGRMC1
Malignant,Oligo normal,APOD
Malignant,Oligo normal,MBP
Malignant,Oligo normal,PLA2G16
Malignant,Oligo normal,PLP1
Malignant,Oligo normal,PPP1R14A
Malignant,Oligo normal,SEPP1
Malignant,Oligo normal,TF
Malignant,Oligo normal,GSN
Malignant,Oligo normal,PTGDS
Malignant,Oligo normal,APLP1
Malignant,Oligo normal,CLDN11
Malignant,Oligo normal,CLDND1
Malignant,Oligo normal,CNP
Malignant,Oligo normal,RNASE1
Malignant,Oligo normal,SCD
Malignant,Oligo normal,44443
Malignant,Oligo normal,ANLN
Malignant,Oligo normal,CRYAB
Malignant,Oligo normal,ELOVL1
Malignant,Oligo normal,HSPA2
Malignant,Oligo normal,PLLP
Malignant,Oligo normal,SIRT2
Malignant,Oligo normal,SLC44A1
Malignant,Oligo normal,BIN1
Malignant,Oligo normal,CMTM5
Malignant,Oligo normal,ERMN
Malignant,Oligo normal,FAM107B
Malignant,Oligo normal,LARP6
Malignant,Oligo normal,LHPP
Malignant,Oligo normal,MAG
Malignant,Oligo normal,MOBP
Malignant,Oligo normal,PLEKHB1
Malignant,Oligo normal,QDPR
Malignant,Oligo normal,S100A1
Malignant,Oligo normal,SLAIN1
Malignant,Oligo normal,SLC48A1
Malignant,Oligo normal,TUBB4A
Malignant,Oligo normal,TMEM144
Malignant,Oligo normal,ABCA2
Malignant,Oligo normal,CA2
Malignant,Oligo normal,KLK6
Malignant,Oligo normal,MAL
Malignant,Oligo normal,SPOCK3
Malignant,Oligo normal,HAPLN2
Malignant,Oligo normal,UGT8
Malignant,Oligo normal,STMN4
Malignant,Oligo normal,ATP1B1
Malignant,Oligo normal,44447
Malignant,Oligo normal,PACS2
Malignant,Oligo normal,ANKS1B
Malignant,PDAC-classical,TFF1
Malignant,PDAC-classical,TFF3
Malignant,PDAC-classical,CEACAM6
Malignant,PDAC-classical,AGR2
Malignant,PDAC-classical,LGALS4
Malignant,PDAC-classical,PHGR1
Malignant,PDAC-classical,PLAC8
Malignant,PDAC-classical,SLC40A1
Malignant,PDAC-classical,TM4SF4
Malignant,PDAC-classical,TSPAN8
Malignant,PDAC-classical,ANXA10
Malignant,PDAC-classical,LYZ
Malignant,PDAC-classical,TFF2
Malignant,PDAC-classical,CTSE
Malignant,PDAC-classical,GCNT3
Malignant,PDAC-classical,GPX2
Malignant,PDAC-classical,MUC13
Malignant,PDAC-classical,MUC5AC
Malignant,PDAC-classical,MUC5B
Malignant,PDAC-classical,PIGR
Malignant,PDAC-classical,CEACAM5
Malignant,PDAC-classical,CLDN18
Malignant,PDAC-classical,FAM3D
Malignant,PDAC-classical,SPINK1
Malignant,PDAC-classical,AGR3
Malignant,PDAC-classical,DUOX2
Malignant,PDAC-classical,PLA2G10
Malignant,PDAC-classical,REG4
Malignant,PDAC-classical,DUOXA2
Malignant,PDAC-classical,PDE4C
Malignant,PDAC-classical,PSCA
Malignant,PDAC-classical,TSPAN1
Malignant,PDAC-classical,VSIG2
Malignant,PDAC-classical,CA2
Malignant,PDAC-classical,HPGD
Malignant,PDAC-classical,DPCR1
Malignant,PDAC-classical,OLFM4
Malignant,PDAC-classical,AKR7A3
Malignant,PDAC-classical,CDH17
Malignant,PDAC-classical,FXYD3
Malignant,PDAC-classical,PDZK1IP1
Malignant,PDAC-classical,TCN1
Malignant,PDAC-classical,CEACAM1
Malignant,PDAC-classical,ISG20
Malignant,PDAC-classical,LINC01133
Malignant,PDAC-classical,SLC44A4
Malignant,PDAC-classical,VSIG1
Malignant,PDAC-classical,CEACAM7
Malignant,PDAC-classical,CXCL17
Malignant,PDAC-classical,CES2
Malignant,PDAC-related,ISG20
Malignant,PDAC-related,KLK10
Malignant,PDAC-related,CEACAM1
Malignant,PDAC-related,F3
Malignant,PDAC-related,LMO7
Malignant,PDAC-related,PLAUR
Malignant,PDAC-related,SLPI
Malignant,PDAC-related,ANKRD36C
Malignant,PDAC-related,CD55
Malignant,PDAC-related,CEACAM6
Malignant,PDAC-related,EPS8L1
Malignant,PDAC-related,LCN2
Malignant,PDAC-related,PSCA
Malignant,PDAC-related,TIMP2
Malignant,PDAC-related,C15ORF48
Malignant,PDAC-related,KLF2
Malignant,PDAC-related,KLK6
Malignant,PDAC-related,KLK7
Malignant,PDAC-related,KRT23
Malignant,PDAC-related,LAMC2
Malignant,PDAC-related,S100A4
Malignant,PDAC-related,TNFRSF12A
Malignant,PDAC-related,ALDH1A3
Malignant,PDAC-related,ANXA1
Malignant,PDAC-related,APOL1
Malignant,PDAC-related,CLDN23
Malignant,PDAC-related,CLIC3
Malignant,PDAC-related,COL6A1
Malignant,PDAC-related,CST6
Malignant,PDAC-related,EMP1
Malignant,PDAC-related,FLNB
Malignant,PDAC-related,IL1RN
Malignant,PDAC-related,IL32
Malignant,PDAC-related,KLK11
Malignant,PDAC-related,KRT16
Malignant,PDAC-related,KRT17
Malignant,PDAC-related,LDLR
Malignant,PDAC-related,MALL
Malignant,PDAC-related,MMP7
Malignant,PDAC-related,RAB11FIP1
Malignant,PDAC-related,SLC16A3
Malignant,PDAC-related,TFF2
Malignant,PDAC-related,CEACAM5
Malignant,PDAC-related,MUC5AC
Malignant,PDAC-related,SDCBP2
Malignant,PDAC-related,SMIM5
Malignant,PDAC-related,ISG15
Malignant,PDAC-related,SLC2A1
Malignant,PDAC-related,LRRC8A
Malignant,PDAC-related,MT1X
Malignant,Platelet-activation,RGS18
Malignant,Platelet-activation,PDLIM1
Malignant,Platelet-activation,ITGA2B
Malignant,Platelet-activation,PLEK
Malignant,Platelet-activation,C6ORF25
Malignant,Platelet-activation,FERMT3
Malignant,Platelet-activation,RAP1B
Malignant,Platelet-activation,CLU
Malignant,Platelet-activation,LIMS1
Malignant,Platelet-activation,CD9
Malignant,Platelet-activation,NRGN
Malignant,Platelet-activation,PBX1
Malignant,Platelet-activation,PF4
Malignant,Platelet-activation,PKM
Malignant,Platelet-activation,RP11-354E11.2
Malignant,Platelet-activation,SDPR
Malignant,Platelet-activation,SLC44A1
Malignant,Platelet-activation,STOM
Malignant,Platelet-activation,TMSB4X
Malignant,Platelet-activation,C2ORF88
Malignant,Platelet-activation,CMTM5
Malignant,Platelet-activation,GP9
Malignant,Platelet-activation,GSN
Malignant,Platelet-activation,HBD
Malignant,Platelet-activation,LAT
Malignant,Platelet-activation,MAX
Malignant,Platelet-activation,VCL
Malignant,Platelet-activation,ACTN1
Malignant,Platelet-activation,DAD1
Malignant,Platelet-activation,FYB
Malignant,Platelet-activation,MGLL
Malignant,Platelet-activation,MMRN1
Malignant,Platelet-activation,PPIF
Malignant,Platelet-activation,TPM1
Malignant,Platelet-activation,BIN2
Malignant,Platelet-activation,CCND3
Malignant,Platelet-activation,FCER1A
Malignant,Platelet-activation,FCER1G
Malignant,Platelet-activation,FLI1
Malignant,Platelet-activation,GATA2
Malignant,Platelet-activation,GUCY1B3
Malignant,Platelet-activation,PRKAR2B
Malignant,Platelet-activation,TGFB1
Malignant,Platelet-activation,TPM4
Malignant,Platelet-activation,VASP
Malignant,Platelet-activation,RAB27B
Malignant,Platelet-activation,PIM1
Malignant,Platelet-activation,CD36
Malignant,Platelet-activation,LGALS1
Malignant,Platelet-activation,CKB
Malignant,Proteasomal degradation,PSMA3
Malignant,Proteasomal degradation,PSMC4
Malignant,Proteasomal degradation,MDH1
Malignant,Proteasomal degradation,PRDX1
Malignant,Proteasomal degradation,PSMA4
Malignant,Proteasomal degradation,PSMC2
Malignant,Proteasomal degradation,EIF4A3
Malignant,Proteasomal degradation,MRPL13
Malignant,Proteasomal degradation,PGK1
Malignant,Proteasomal degradation,PSMB3
Malignant,Proteasomal degradation,PSME2
Malignant,Proteasomal degradation,CCT8
Malignant,Proteasomal degradation,ANXA1
Malignant,Proteasomal degradation,DCAF13
Malignant,Proteasomal degradation,PRMT1
Malignant,Proteasomal degradation,SSBP1
Malignant,Proteasomal degradation,PSMB1
Malignant,Proteasomal degradation,LAPTM4A
Malignant,Proteasomal degradation,PSMB6
Malignant,Proteasomal degradation,CCT5
Malignant,Proteasomal degradation,NDUFS2
Malignant,Proteasomal degradation,PDHA1
Malignant,Proteasomal degradation,CCT7
Malignant,Proteasomal degradation,CDC123
Malignant,Proteasomal degradation,CCNB1
Malignant,Proteasomal degradation,PCMT1
Malignant,Proteasomal degradation,POLR2G
Malignant,Proteasomal degradation,HSPA5
Malignant,Proteasomal degradation,XRCC6
Malignant,Proteasomal degradation,NDUFA9
Malignant,Proteasomal degradation,DPM1
Malignant,Proteasomal degradation,SSB
Malignant,Proteasomal degradation,EIF3I
Malignant,Proteasomal degradation,MCTS1
Malignant,Proteasomal degradation,SLC3A2
Malignant,Proteasomal degradation,ECH1
Malignant,Proteasomal degradation,PSMD13
Malignant,Proteasomal degradation,TUBB4B
Malignant,Proteasomal degradation,SNRPB2
Malignant,Proteasomal degradation,DDX39A
Malignant,Proteasomal degradation,NQO1
Malignant,Proteasomal degradation,EIF4A1
Malignant,Proteasomal degradation,SPCS2
Malignant,Proteasomal degradation,IMPDH2
Malignant,Proteasomal degradation,RTCB
Malignant,Proteasomal degradation,GSTO1
Malignant,Proteasomal degradation,PDIA3
Malignant,Proteasomal degradation,PRDX2
Malignant,Proteasomal degradation,NUP37
Malignant,Proteasomal degradation,ILF2
Malignant,Protein maturation,RPN2
Malignant,Protein maturation,PDIA3
Malignant,Protein maturation,ATP6AP2
Malignant,Protein maturation,HSPA5
Malignant,Protein maturation,PDIA6
Malignant,Protein maturation,LGALS3BP
Malignant,Protein maturation,GRN
Malignant,Protein maturation,LAPTM4A
Malignant,Protein maturation,HSP90B1
Malignant,Protein maturation,LAMP1
Malignant,Protein maturation,TMEM59
Malignant,Protein maturation,EPCAM
Malignant,Protein maturation,GDF15
Malignant,Protein maturation,HLA-C
Malignant,Protein maturation,OS9
Malignant,Protein maturation,PDIA4
Malignant,Protein maturation,APLP2
Malignant,Protein maturation,AZGP1
Malignant,Protein maturation,CLU
Malignant,Protein maturation,CTSA
Malignant,Protein maturation,DDOST
Malignant,Protein maturation,HLA-A
Malignant,Protein maturation,ITM2B
Malignant,Protein maturation,LRPAP1
Malignant,Protein maturation,NEAT1
Malignant,Protein maturation,PSAP
Malignant,Protein maturation,SIL1
Malignant,Protein maturation,SLC3A2
Malignant,Protein maturation,TIMP1
Malignant,Protein maturation,APMAP
Malignant,Protein maturation,APP
Malignant,Protein maturation,CTSL
Malignant,Protein maturation,LAMP2
Malignant,Protein maturation,LMAN2
Malignant,Protein maturation,MAGED2
Malignant,Protein maturation,PIGT
Malignant,Protein maturation,PRDX4
Malignant,Protein maturation,SERPINE2
Malignant,Protein maturation,TM9SF2
Malignant,Protein maturation,TSPAN1
Malignant,Protein maturation,ATP6AP1
Malignant,Protein maturation,CFI
Malignant,Protein maturation,EPHX1
Malignant,Protein maturation,EPRS
Malignant,Protein maturation,GGH
Malignant,Protein maturation,HEXB
Malignant,Protein maturation,MALAT1
Malignant,Protein maturation,PPIB
Malignant,Protein maturation,SPP1
Malignant,Protein maturation,SERPINA1
Malignant,RBCs,BLVRB
Malignant,RBCs,HBB
Malignant,RBCs,APOC1
Malignant,RBCs,CA1
Malignant,RBCs,HBD
Malignant,RBCs,AHSP
Malignant,RBCs,PRDX2
Malignant,RBCs,REXO2
Malignant,RBCs,CNRIP1
Malignant,RBCs,HMBS
Malignant,RBCs,S100A6
Malignant,RBCs,HAGH
Malignant,RBCs,PLIN2
Malignant,RBCs,RHAG
Malignant,RBCs,CD36
Malignant,RBCs,FAM178B
Malignant,RBCs,FBXO7
Malignant,RBCs,FECH
Malignant,RBCs,HES6
Malignant,RBCs,KCNH2
Malignant,RBCs,KLF1
Malignant,RBCs,MYC
Malignant,RBCs,TFRC
Malignant,RBCs,ANK1
Malignant,RBCs,APOE
Malignant,RBCs,CASP3
Malignant,RBCs,CAST
Malignant,RBCs,HBA1
Malignant,RBCs,HBG2
Malignant,RBCs,MPC2
Malignant,RBCs,NFIA
Malignant,RBCs,STRADB
Malignant,RBCs,SYNGR1
Malignant,RBCs,TFR2
Malignant,RBCs,TMEM14C
Malignant,RBCs,UBAC1
Malignant,RBCs,CA2
Malignant,RBCs,GATA1
Malignant,RBCs,GYPB
Malignant,RBCs,HBA2
Malignant,RBCs,HBQ1
Malignant,RBCs,SMIM10
Malignant,RBCs,EPCAM
Malignant,RBCs,FAM45A
Malignant,RBCs,FCGRT
Malignant,RBCs,SLC25A37
Malignant,RBCs,LMNA
Malignant,RBCs,HBG1
Malignant,RBCs,UROD
Malignant,RBCs,CSF2RB
Malignant,Respiration,SLIRP
Malignant,Respiration,ROMO1
Malignant,Respiration,ATP5I
Malignant,Respiration,COX7B
Malignant,Respiration,PET100
Malignant,Respiration,ATP5G1
Malignant,Respiration,OST4
Malignant,Respiration,TMEM258
Malignant,Respiration,NDUFA3
Malignant,Respiration,NDUFB2
Malignant,Respiration,RPL21
Malignant,Respiration,USMG5
Malignant,Respiration,H3F3A
Malignant,Respiration,NDUFA1
Malignant,Respiration,SNRPD2
Malignant,Respiration,ATP5E
Malignant,Respiration,COX6B1
Malignant,Respiration,NDUFS5
Malignant,Respiration,NME1
Malignant,Respiration,ATP5J2
Malignant,Respiration,NDUFB1
Malignant,Respiration,NOP10
Malignant,Respiration,ATOX1
Malignant,Respiration,PSMB3
Malignant,Respiration,UQCR10
Malignant,Respiration,NDUFS6
Malignant,Respiration,NEDD8
Malignant,Respiration,TIMM8B
Malignant,Respiration,MYEOV2
Malignant,Respiration,NDUFA12
Malignant,Respiration,NDUFC1
Malignant,Respiration,SHFM1
Malignant,Respiration,COX17
Malignant,Respiration,MIR4461
Malignant,Respiration,NDUFAB1
Malignant,Respiration,NDUFB4
Malignant,Respiration,SEC61G
Malignant,Respiration,UBL5
Malignant,Respiration,APRT
Malignant,Respiration,RPS29
Malignant,Respiration,SNRPG
Malignant,Respiration,LGALS1
Malignant,Respiration,NHP2
Malignant,Respiration,SNRPF
Malignant,Respiration,PFDN2
Malignant,Respiration,LSM7
Malignant,Respiration,NDUFB8
Malignant,Respiration,NDUFA7
Malignant,Respiration,RPS21
Malignant,Respiration,COA3
Malignant,Secreted I,CXCL8
Malignant,Secreted I,PHLDA1
Malignant,Secreted I,MAFF
Malignant,Secreted I,KDM6B
Malignant,Secreted I,EPHA2
Malignant,Secreted I,ERRFI1
Malignant,Secreted I,IER3
Malignant,Secreted I,TNFRSF12A
Malignant,Secreted I,PHLDA2
Malignant,Secreted I,TM4SF1
Malignant,Secreted I,TRIB1
Malignant,Secreted I,DUSP5
Malignant,Secreted I,FOSL1
Malignant,Secreted I,HBEGF
Malignant,Secreted I,ICAM1
Malignant,Secreted I,AREG
Malignant,Secreted I,BIRC3
Malignant,Secreted I,CXCL1
Malignant,Secreted I,EMP1
Malignant,Secreted I,ITPKC
Malignant,Secreted I,MIDN
Malignant,Secreted I,PIM3
Malignant,Secreted I,ARID5B
Malignant,Secreted I,CCL2
Malignant,Secreted I,CDKN1A
Malignant,Secreted I,CSRNP1
Malignant,Secreted I,CXCL2
Malignant,Secreted I,MYC
Malignant,Secreted I,ARL14
Malignant,Secreted I,ARL5B
Malignant,Secreted I,GEM
Malignant,Secreted I,MYADM
Malignant,Secreted I,PIM1
Malignant,Secreted I,PLAUR
Malignant,Secreted I,TNFAIP3
Malignant,Secreted I,ANXA1
Malignant,Secreted I,CCL20
Malignant,Secreted I,CYR61
Malignant,Secreted I,DDX21
Malignant,Secreted I,EDN1
Malignant,Secreted I,FOSL2
Malignant,Secreted I,LIF
Malignant,Secreted I,LUCAT1
Malignant,Secreted I,MLF1
Malignant,Secreted I,NAMPT
Malignant,Secreted I,NCOA7
Malignant,Secreted I,PFKFB3
Malignant,Secreted I,ZBTB43
Malignant,Secreted I,ZC3H12A
Malignant,Secreted I,FHL2
Malignant,Secreted II,LCN2
Malignant,Secreted II,CP
Malignant,Secreted II,WFDC2
Malignant,Secreted II,AGR2
Malignant,Secreted II,C3
Malignant,Secreted II,CXCL1
Malignant,Secreted II,CXCL8
Malignant,Secreted II,SAA1
Malignant,Secreted II,CLU
Malignant,Secreted II,MDK
Malignant,Secreted II,TSPAN8
Malignant,Secreted II,BPIFB1
Malignant,Secreted II,CFB
Malignant,Secreted II,KLK11
Malignant,Secreted II,PDZK1IP1
Malignant,Secreted II,SAA2
Malignant,Secreted II,SLPI
Malignant,Secreted II,TSPAN1
Malignant,Secreted II,CXCL2
Malignant,Secreted II,ELF3
Malignant,Secreted II,LTF
Malignant,Secreted II,PIGR
Malignant,Secreted II,SCGB3A1
Malignant,Secreted II,TFF3
Malignant,Secreted II,TGM2
Malignant,Secreted II,AKR1C1
Malignant,Secreted II,CD24
Malignant,Secreted II,CLDN4
Malignant,Secreted II,CTSC
Malignant,Secreted II,GSTA1
Malignant,Secreted II,KRT19
Malignant,Secreted II,MMP7
Malignant,Secreted II,MSMB
Malignant,Secreted II,NCOA7
Malignant,Secreted II,S100A9
Malignant,Secreted II,SCGB1A1
Malignant,Secreted II,SPINK1
Malignant,Secreted II,IGFBP3
Malignant,Secreted II,VMO1
Malignant,Secreted II,MUC5B
Malignant,Secreted II,SERPINF1
Malignant,Secreted II,TNFSF10
Malignant,Secreted II,FMO2
Malignant,Secreted II,FAM3D
Malignant,Secreted II,PRSS23
Malignant,Secreted II,RDH10
Malignant,Secreted II,CD82
Malignant,Secreted II,RARRES1
Malignant,Secreted II,KYNU
Malignant,Secreted II,NDRG2
Malignant,Skin-pigmentation,PHACTR1
Malignant,Skin-pigmentation,TBC1D7
Malignant,Skin-pigmentation,MLANA
Malignant,Skin-pigmentation,ASAH1
Malignant,Skin-pigmentation,DCT
Malignant,Skin-pigmentation,LGALS3
Malignant,Skin-pigmentation,CAPN3
Malignant,Skin-pigmentation,GDF15
Malignant,Skin-pigmentation,GPNMB
Malignant,Skin-pigmentation,GPR137B
Malignant,Skin-pigmentation,MBP
Malignant,Skin-pigmentation,MITF
Malignant,Skin-pigmentation,PMEL
Malignant,Skin-pigmentation,TNFRSF14
Malignant,Skin-pigmentation,BIRC7
Malignant,Skin-pigmentation,CHCHD6
Malignant,Skin-pigmentation,LINC00518
Malignant,Skin-pigmentation,MXI1
Malignant,Skin-pigmentation,NOV
Malignant,Skin-pigmentation,TRPM1
Malignant,Skin-pigmentation,APOE
Malignant,Skin-pigmentation,FXYD3
Malignant,Skin-pigmentation,ISG20
Malignant,Skin-pigmentation,NBL1
Malignant,Skin-pigmentation,PLP1
Malignant,Skin-pigmentation,QDPR
Malignant,Skin-pigmentation,QPCT
Malignant,Skin-pigmentation,SH3BP5
Malignant,Skin-pigmentation,TIMP2
Malignant,Skin-pigmentation,TRIM2
Malignant,Skin-pigmentation,AVPI1
Malignant,Skin-pigmentation,DAB2
Malignant,Skin-pigmentation,GJB1
Malignant,Skin-pigmentation,GPR143
Malignant,Skin-pigmentation,GYPC
Malignant,Skin-pigmentation,LYST
Malignant,Skin-pigmentation,NSG1
Malignant,Skin-pigmentation,PIR
Malignant,Skin-pigmentation,RAB38
Malignant,Skin-pigmentation,RRAGD
Malignant,Skin-pigmentation,S100B
Malignant,Skin-pigmentation,SLC45A2
Malignant,Skin-pigmentation,SNCA
Malignant,Skin-pigmentation,TBC1D16
Malignant,Skin-pigmentation,TYRP1
Malignant,Skin-pigmentation,WIPI1
Malignant,Skin-pigmentation,SPON2
Malignant,Skin-pigmentation,ZNF106
Malignant,Skin-pigmentation,BCL2A1
Malignant,Skin-pigmentation,SNX10
Malignant,Stress,ATF3
Malignant,Stress,EGR1
Malignant,Stress,FOS
Malignant,Stress,PPP1R15A
Malignant,Stress,JUN
Malignant,Stress,DUSP1
Malignant,Stress,JUNB
Malignant,Stress,FOSB
Malignant,Stress,IER2
Malignant,Stress,GADD45B
Malignant,Stress,BTG2
Malignant,Stress,ZFP36
Malignant,Stress,DNAJB1
Malignant,Stress,NR4A1
Malignant,Stress,SERTAD1
Malignant,Stress,DDIT3
Malignant,Stress,KLF6
Malignant,Stress,NFKBIA
Malignant,Stress,HSPA1A
Malignant,Stress,HSPA1B
Malignant,Stress,CYR61
Malignant,Stress,MAFF
Malignant,Stress,NFKBIZ
Malignant,Stress,IER3
Malignant,Stress,CCNL1
Malignant,Stress,MCL1
Malignant,Stress,RHOB
Malignant,Stress,SOCS3
Malignant,Stress,IRF1
Malignant,Stress,CDKN1A
Malignant,Stress,HES1
Malignant,Stress,ID2
Malignant,Stress,KLF4
Malignant,Stress,KLF10
Malignant,Stress,CXCL2
Malignant,Stress,ID1
Malignant,Stress,TOB1
Malignant,Stress,TRIB1
Malignant,Stress,HSPH1
Malignant,Stress,RASD1
Malignant,Stress,SAT1
Malignant,Stress,DDIT4
Malignant,Stress,EGR2
Malignant,Stress,HERPUD1
Malignant,Stress,PLK2
Malignant,Stress,DNAJA1
Malignant,Stress,HSPA6
Malignant,Stress,PMAIP1
Malignant,Stress,CITED2
Malignant,Stress,ID3
Malignant,Stress (in vitro),DDIT3
Malignant,Stress (in vitro),SLC3A2
Malignant,Stress (in vitro),TRIB3
Malignant,Stress (in vitro),ASNS
Malignant,Stress (in vitro),HERPUD1
Malignant,Stress (in vitro),PPP1R15A
Malignant,Stress (in vitro),EPB41L4A-AS1
Malignant,Stress (in vitro),SNHG12
Malignant,Stress (in vitro),GARS
Malignant,Stress (in vitro),GADD45A
Malignant,Stress (in vitro),MTHFD2
Malignant,Stress (in vitro),XBP1
Malignant,Stress (in vitro),CEBPG
Malignant,Stress (in vitro),TAF1D
Malignant,Stress (in vitro),NUPR1
Malignant,Stress (in vitro),SARS
Malignant,Stress (in vitro),SNHG8
Malignant,Stress (in vitro),ZFAS1
Malignant,Stress (in vitro),DDIT4
Malignant,Stress (in vitro),PHGDH
Malignant,Stress (in vitro),SHMT2
Malignant,Stress (in vitro),TXNIP
Malignant,Stress (in vitro),ATF4
Malignant,Stress (in vitro),HSPA5
Malignant,Stress (in vitro),GDF15
Malignant,Stress (in vitro),CARS
